route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
01,1,3026919,1 MERIDIAN MALL,,0,395543,42894,0,0
01,1,3026920,1 MERIDIAN MALL,,0,395538,42894,0,0
01,1,3026921,1 MERIDIAN MALL,,0,395539,42894,0,0
01,1,3026922,1 MERIDIAN MALL,,0,395542,42894,0,0
01,1,3026923,1 MERIDIAN MALL,,0,395537,42894,0,0
01,1,3026924,1 MERIDIAN MALL,,0,395538,42894,0,0
01,1,3026925,1 MERIDIAN MALL,,0,395539,42894,0,0
01,1,3026926,1 MERIDIAN MALL,,0,395542,42894,0,0
01,1,3026898,1 MERIDIAN MALL,,0,395537,42894,0,0
01,1,3026899,1 MERIDIAN MALL,,0,395538,42894,0,0
01,1,3026900,1 MERIDIAN MALL,,0,395539,42894,0,0
01,1,3026901,1 MERIDIAN MALL,,0,395537,42894,0,0
01,1,3026902,1 MERIDIAN MALL,,0,395538,42894,0,0
01,1,3026993,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395541,42897,0,0
01,1,3026994,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395542,42897,0,0
01,1,3026995,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395537,42897,0,0
01,1,3026996,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395543,42897,0,0
01,1,3026997,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395538,42897,0,0
01,1,3026998,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395539,42897,0,0
01,1,3026999,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395540,42897,0,0
01,1,3027000,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395541,42897,0,0
01,1,3027001,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395542,42897,0,0
01,1,3027002,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395537,42897,0,0
01,1,3027003,1 DOWNTOWN LANSING - CAPITOL LOOP,,1,395543,42897,0,0
01,1,3027027,1 DOWNTOWN LANSING,,1,395538,42895,0,0
01,1,3027028,1 DOWNTOWN LANSING,,1,395539,42895,0,0
01,1,3027029,1 DOWNTOWN LANSING,,1,395541,42895,0,0
01,1,3027030,1 DOWNTOWN LANSING,,1,395540,42895,0,0
01,1,3027031,1 DOWNTOWN LANSING,,1,395545,42895,0,0
01,1,3027032,1 DOWNTOWN LANSING,,1,395542,42895,0,0
01,1,3027033,1 DOWNTOWN LANSING,,1,395537,42895,0,0
01,1,3027034,1 DOWNTOWN LANSING,,1,395543,42895,0,0
01,1,3027035,1 DOWNTOWN LANSING,,1,395538,42895,0,0
01,1,3027036,1 DOWNTOWN LANSING,,1,395539,42895,0,0
01,1,3027037,1 DOWNTOWN LANSING,,1,395541,42895,0,0
01,1,3027038,1 DOWNTOWN LANSING,,1,395540,42895,0,0
01,1,3027039,1 DOWNTOWN LANSING,,1,395545,42895,0,0
01,1,3027040,1 DOWNTOWN LANSING,,1,395542,42895,0,0
01,1,3027041,1 DOWNTOWN LANSING,,1,395537,42895,0,0
01,1,3027042,1 DOWNTOWN LANSING,,1,395543,42895,0,0
01,1,3027043,1 DOWNTOWN LANSING,,1,395538,42895,0,0
01,1,3027004,1 DOWNTOWN LANSING,,1,395539,42895,0,0
01,1,3027005,1 DOWNTOWN LANSING,,1,395541,42895,0,0
01,1,3027044,1 DOWNTOWN LANSING,,1,395540,42895,0,0
01,1,3027006,1 DOWNTOWN LANSING,,1,395547,42895,0,0
01,1,3027007,1 DOWNTOWN LANSING,,1,395545,42895,0,0
01,1,3027008,1 DOWNTOWN LANSING,,1,395542,42895,0,0
01,1,3027009,1 DOWNTOWN LANSING,,1,395537,42895,0,0
01,1,3027010,1 DOWNTOWN LANSING,,1,395543,42895,0,0
01,1,3027045,1 DOWNTOWN LANSING,,1,395546,42895,0,0
01,1,3027046,1 DOWNTOWN LANSING,,1,395538,42895,0,0
01,1,3027047,1 DOWNTOWN LANSING,,1,395539,42895,0,0
01,1,3027048,1 DOWNTOWN LANSING,,1,395541,42895,0,0
01,1,3027049,1 DOWNTOWN LANSING,,1,395540,42895,0,0
01,1,3027050,1 DOWNTOWN LANSING,,1,395547,42895,0,0
01,1,3027051,1 DOWNTOWN LANSING,,1,395545,42895,0,0
01,1,3027052,1 DOWNTOWN LANSING,,1,395542,42895,0,0
01,1,3027053,1 DOWNTOWN LANSING,,1,395544,42895,0,0
01,1,3027054,1 DOWNTOWN LANSING,,1,395537,42895,0,0
01,1,3027055,1 DOWNTOWN LANSING,,1,395543,42895,0,0
01,1,3027056,1 DOWNTOWN LANSING,,1,395546,42895,0,0
01,1,3027057,1 DOWNTOWN LANSING,,1,395538,42895,0,0
01,1,3027058,1 DOWNTOWN LANSING,,1,395539,42895,0,0
